Packet Length,Node Distance,Average Packet Loss Rate,Packet 95% Lower,Packet 95% Upper,Packet 99% Lower,Packet 99% Upper,Average Goodput,Goodput 95% Lower,Goodput 95% Upper,Goodput 99% Lower,Goodput 99% Upper
900,31,0.8036596,0.803138229255354,0.804180970744646,0.8029694884839702,0.8043497115160299,0.17670635999999998,0.1762371263298186,0.17717559367018135,0.17608525963557312,0.17732746036442684
900,32,0.9437552000000001,0.9434471710217488,0.9440632289782515,0.9433474779570103,0.9441629220429899,0.05062032,0.05034309391957382,0.05089754608042619,0.05025337016130923,0.05098726983869078
900,33,0.9909056,0.9907883781540888,0.9910228218459113,0.9907504394992924,0.9910607605007077,0.00818496,0.008079460338679918,0.008290459661320082,0.008045315549363101,0.008324604450636899
900,34,0.9992563999999998,0.9992217379378825,0.9992910620621172,0.999210519619326,0.9993022803806736,0.000669240000000003,0.0006380441440943904,0.0007004358559056156,0.0006279476573936111,0.0007105323426063949
900,35,0.9999692000000002,0.9999620782298316,0.9999763217701688,0.9999597732808021,0.9999786267191983,2.7720000000008835e-05,2.131040684822394e-05,3.4129593151793725e-05,1.9235952721682122e-05,3.620404727833555e-05
900,36,0.9999992,0.9999980832406808,1.0000003167593192,0.999997721803391,1.000000678196609,7.200000000007201e-07,-2.850833872523538e-07,1.725083387253794e-06,-6.10376948143212e-07,2.050376948144652e-06
900,37,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
900,38,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
900,39,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
900,40,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
900,41,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
900,42,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
900,43,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
900,44,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
900,45,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
900,46,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
900,47,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
900,48,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
900,49,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
900,50,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
